clinic_id,familia,label_m0,cluster_id,en_transicion
96,Familia T1,marginal,2,False
96,Familia T1,marginal,2,False
96,Familia T1,marginal,2,False
96,Familia T1,marginal,2,False
96,Familia T1,marginal,2,False
100,Familia C1,promiscuo,3,False
100,Familia C1,promiscuo,3,False
100,Familia C1,promiscuo,3,False
100,Familia C1,promiscuo,3,False
100,Familia C1,promiscuo,3,False
100,Familia C1,promiscuo,3,False
100,Familia C1,promiscuo,3,False
100,Familia C1,promiscuo,3,False
100,Familia C1,promiscuo,3,False
100,Familia C1,promiscuo,3,False
100,Familia C1,promiscuo,3,False
100,Familia C1,promiscuo,3,False
109,Familia C1,marginal,2,False
109,Familia C1,marginal,2,False
109,Familia C1,marginal,2,False
109,Familia C1,marginal,2,False
109,Familia C1,marginal,2,False
109,Familia C1,marginal,2,False
109,Familia C1,marginal,2,False
109,Familia C1,marginal,2,False
109,Familia C1,marginal,2,False
109,Familia C1,marginal,2,False
109,Familia C1,marginal,2,False
109,Familia C1,marginal,2,False
109,Familia C1,marginal,2,False
109,Familia C1,marginal,2,False
109,Familia C1,marginal,2,False
119,Familia C1,promiscuo,1,False
119,Familia C1,promiscuo,1,False
119,Familia C1,promiscuo,1,False
119,Familia C1,promiscuo,1,False
119,Familia C1,promiscuo,1,False
119,Familia C1,promiscuo,1,False
119,Familia C1,promiscuo,1,False
119,Familia C1,promiscuo,1,False
119,Familia C1,promiscuo,1,False
119,Familia C1,promiscuo,1,False
119,Familia C1,promiscuo,1,False
119,Familia C1,promiscuo,1,False
132,Familia C1,marginal,3,False
132,Familia C2,promiscuo,1,False
132,Familia C2,promiscuo,1,False
132,Familia C2,promiscuo,1,False
132,Familia C2,promiscuo,1,False
132,Familia C1,marginal,3,False
132,Familia C2,promiscuo,1,False
132,Familia C2,promiscuo,1,False
132,Familia C2,promiscuo,1,False
132,Familia C2,promiscuo,1,False
132,Familia C1,marginal,3,False
132,Familia C2,promiscuo,1,False
132,Familia C2,promiscuo,1,False
132,Familia C2,promiscuo,1,False
132,Familia C1,marginal,3,False
132,Familia C2,promiscuo,1,False
132,Familia C2,promiscuo,1,False
132,Familia C1,marginal,3,False
132,Familia C2,promiscuo,1,False
132,Familia C2,promiscuo,1,False
132,Familia C2,promiscuo,1,False
132,Familia C1,marginal,3,False
132,Familia C2,promiscuo,1,False
132,Familia C2,promiscuo,1,False
132,Familia C1,marginal,3,False
132,Familia C2,promiscuo,1,False
132,Familia C2,promiscuo,1,False
132,Familia C2,promiscuo,1,False
132,Familia C2,promiscuo,1,False
132,Familia C1,marginal,3,False
132,Familia C2,promiscuo,1,False
132,Familia C2,promiscuo,1,False
132,Familia C1,marginal,3,False
132,Familia C2,promiscuo,1,False
132,Familia C2,promiscuo,1,False
132,Familia C1,marginal,3,False
132,Familia C2,promiscuo,1,False
132,Familia C2,promiscuo,1,False
132,Familia C1,marginal,3,False
132,Familia C2,promiscuo,1,False
132,Familia C2,promiscuo,1,False
132,Familia C2,promiscuo,1,False
132,Familia C1,marginal,3,False
132,Familia C2,promiscuo,1,False
132,Familia C2,promiscuo,1,False
149,Familia C2,marginal,1,False
149,Familia C2,marginal,1,False
149,Familia C2,marginal,1,False
149,Familia C2,marginal,1,False
149,Familia C2,marginal,1,False
238,Familia C1,promiscuo,2,False
238,Familia T1,marginal,2,False
238,Familia T1,marginal,2,False
238,Familia C1,promiscuo,2,False
238,Familia T2,marginal,1,False
238,Familia T1,marginal,2,False
238,Familia T2,marginal,1,False
238,Familia T2,marginal,1,False
238,Familia T1,marginal,2,False
238,Familia T2,marginal,1,False
238,Familia C1,promiscuo,2,False
238,Familia T1,marginal,2,False
238,Familia T2,marginal,1,False
238,Familia T2,marginal,1,False
238,Familia C1,promiscuo,2,False
238,Familia T2,marginal,1,False
238,Familia C1,promiscuo,2,False
238,Familia T1,marginal,2,False
238,Familia T2,marginal,1,False
238,Familia C1,promiscuo,2,False
238,Familia C1,promiscuo,2,False
238,Familia T1,marginal,2,False
238,Familia T2,marginal,1,False
238,Familia C1,promiscuo,2,False
238,Familia C1,promiscuo,2,False
238,Familia T1,marginal,2,False
238,Familia T2,marginal,1,False
238,Familia T1,marginal,2,False
238,Familia T2,marginal,1,False
238,Familia T1,marginal,2,False
238,Familia T2,marginal,1,False
238,Familia C1,promiscuo,2,False
238,Familia T1,marginal,2,False
238,Familia T2,marginal,1,False
238,Familia T1,marginal,2,False
238,Familia T2,marginal,1,False
238,Familia C1,promiscuo,2,False
238,Familia C1,promiscuo,2,False
238,Familia T2,marginal,1,False
238,Familia T1,marginal,2,False
238,Familia T1,marginal,2,False
238,Familia T2,marginal,1,False
238,Familia T2,marginal,1,False
238,Familia T2,marginal,1,False
238,Familia T1,marginal,2,False
238,Familia T2,marginal,1,False
238,Familia C1,promiscuo,2,False
238,Familia T1,marginal,2,False
238,Familia T2,marginal,1,False
238,Familia T1,marginal,2,False
238,Familia T2,marginal,1,False
238,Familia C1,promiscuo,2,False
238,Familia T1,marginal,2,False
238,Familia T2,marginal,1,False
238,Familia T2,marginal,1,False
238,Familia T2,marginal,1,False
238,Familia T1,marginal,2,False
238,Familia T2,marginal,1,False
238,Familia C1,promiscuo,2,False
238,Familia T2,marginal,1,False
238,Familia T1,marginal,2,False
238,Familia T1,marginal,2,False
238,Familia T2,marginal,1,False
238,Familia C1,promiscuo,2,False
238,Familia C1,promiscuo,2,False
238,Familia C1,promiscuo,2,False
238,Familia T1,marginal,2,False
238,Familia T2,marginal,1,False
238,Familia T1,marginal,2,False
238,Familia T2,marginal,1,False
238,Familia C1,promiscuo,2,False
238,Familia T1,marginal,2,False
238,Familia T2,marginal,1,False
238,Familia T1,marginal,2,False
238,Familia C1,promiscuo,2,False
238,Familia T2,marginal,1,False
238,Familia C2,marginal,2,False
238,Familia T2,marginal,1,False
238,Familia C1,promiscuo,2,False
238,Familia T1,marginal,2,False
238,Familia T2,marginal,1,False
238,Familia T1,marginal,2,False
238,Familia T2,marginal,1,False
238,Familia C1,promiscuo,2,False
238,Familia C2,marginal,2,False
238,Familia T1,marginal,2,False
238,Familia T2,marginal,1,False
238,Familia T1,marginal,2,False
238,Familia T2,marginal,1,False
238,Familia T1,marginal,2,False
238,Familia T2,marginal,1,False
238,Familia T1,marginal,2,False
238,Familia T2,marginal,1,False
238,Familia C1,promiscuo,2,False
238,Familia C2,marginal,2,False
238,Familia T1,marginal,2,False
238,Familia T2,marginal,1,False
238,Familia T2,marginal,1,False
238,Familia T1,marginal,2,False
238,Familia T2,marginal,1,False
238,Familia T1,marginal,2,False
238,Familia T2,marginal,1,False
238,Familia T1,marginal,2,False
238,Familia T2,marginal,1,False
238,Familia C1,promiscuo,2,False
255,Familia T1,marginal,1,False
255,Familia T1,marginal,1,False
255,Familia T1,marginal,1,False
255,Familia T1,marginal,1,False
255,Familia T1,marginal,1,False
255,Familia T1,marginal,1,False
255,Familia T1,marginal,1,False
255,Familia T1,marginal,1,False
255,Familia T1,marginal,1,False
255,Familia T1,marginal,1,False
255,Familia T1,marginal,1,False
255,Familia T1,marginal,1,False
255,Familia T1,marginal,1,False
255,Familia T1,marginal,1,False
255,Familia T1,marginal,1,False
255,Familia T1,marginal,1,False
255,Familia T1,marginal,1,False
255,Familia T1,marginal,1,False
255,Familia T1,marginal,1,False
255,Familia T1,marginal,1,False
255,Familia T1,marginal,1,False
255,Familia T1,marginal,1,False
255,Familia T1,marginal,1,False
255,Familia T1,marginal,1,False
255,Familia T1,marginal,1,False
255,Familia T1,marginal,1,False
255,Familia T1,marginal,1,False
255,Familia T1,marginal,1,False
255,Familia T1,marginal,1,False
255,Familia T1,marginal,1,False
255,Familia T1,marginal,1,False
255,Familia T1,marginal,1,False
255,Familia T1,marginal,1,False
255,Familia T1,marginal,1,False
255,Familia T1,marginal,1,False
255,Familia T1,marginal,1,False
255,Familia T1,marginal,1,False
255,Familia T1,marginal,1,False
255,Familia T1,marginal,1,False
255,Familia T1,marginal,1,False
255,Familia T1,marginal,1,False
255,Familia T1,marginal,1,False
255,Familia T1,marginal,1,False
255,Familia T1,marginal,1,False
255,Familia T1,marginal,1,False
255,Familia T1,marginal,1,False
255,Familia T1,marginal,1,False
255,Familia T1,marginal,1,False
255,Familia T1,marginal,1,False
255,Familia T1,marginal,1,False
255,Familia T1,marginal,1,False
255,Familia T1,marginal,1,False
255,Familia T1,marginal,1,False
255,Familia T1,marginal,1,False
255,Familia T1,marginal,1,False
255,Familia T1,marginal,1,False
255,Familia T1,marginal,1,False
255,Familia T1,marginal,1,False
255,Familia T1,marginal,1,False
290,Familia C1,marginal,3,False
290,Familia C1,marginal,3,False
290,Familia C1,marginal,3,False
290,Familia C1,marginal,3,False
290,Familia C1,marginal,3,False
290,Familia T1,marginal,1,False
290,Familia T1,marginal,1,False
290,Familia C1,marginal,3,False
290,Familia T1,marginal,1,False
290,Familia T1,marginal,1,False
290,Familia T1,marginal,1,False
290,Familia T1,marginal,1,False
290,Familia C1,marginal,3,False
290,Familia T1,marginal,1,False
290,Familia T1,marginal,1,False
290,Familia T1,marginal,1,False
290,Familia C1,marginal,3,False
290,Familia C1,marginal,3,False
290,Familia C1,marginal,3,False
290,Familia T1,marginal,1,False
290,Familia C1,marginal,3,False
290,Familia T1,marginal,1,False
300,Familia C1,marginal,2,False
300,Familia C1,marginal,2,False
300,Familia C1,marginal,2,False
300,Familia C1,marginal,2,False
300,Familia C1,marginal,2,False
300,Familia C1,marginal,2,False
300,Familia C1,marginal,2,False
300,Familia C1,marginal,2,False
300,Familia C1,marginal,2,False
300,Familia C1,marginal,2,False
356,Familia T1,marginal,1,False
356,Familia T1,marginal,1,False
356,Familia T1,marginal,1,False
356,Familia T1,marginal,1,False
356,Familia T1,marginal,1,False
356,Familia T1,marginal,1,False
356,Familia T1,marginal,1,False
383,Familia T2,marginal,3,False
383,Familia T2,marginal,3,False
383,Familia T2,marginal,3,False
383,Familia T2,marginal,3,False
383,Familia T2,marginal,3,False
383,Familia T2,marginal,3,False
383,Familia T2,marginal,3,False
383,Familia T2,marginal,3,False
383,Familia T2,marginal,3,False
383,Familia T2,marginal,3,False
433,Familia T1,marginal,3,False
433,Familia T2,promiscuo,2,False
433,Familia T1,marginal,3,False
433,Familia C1,marginal,2,False
433,Familia T1,marginal,3,False
433,Familia T2,promiscuo,2,False
433,Familia T1,marginal,3,False
433,Familia T2,promiscuo,2,False
433,Familia T1,marginal,3,False
433,Familia C1,marginal,2,False
433,Familia T1,marginal,3,False
433,Familia T2,promiscuo,2,False
433,Familia T1,marginal,3,False
433,Familia T2,promiscuo,2,False
433,Familia C1,marginal,2,False
433,Familia T1,marginal,3,False
433,Familia T1,marginal,3,False
433,Familia T2,promiscuo,2,False
433,Familia T1,marginal,3,False
433,Familia T2,promiscuo,2,False
433,Familia T1,marginal,3,False
433,Familia T2,promiscuo,2,False
433,Familia C1,marginal,2,False
433,Familia T1,marginal,3,False
433,Familia T2,promiscuo,2,False
433,Familia C1,marginal,2,False
433,Familia T1,marginal,3,False
433,Familia T2,promiscuo,2,False
433,Familia T1,marginal,3,False
433,Familia T2,promiscuo,2,False
433,Familia T1,marginal,3,False
433,Familia T2,promiscuo,2,False
433,Familia C1,marginal,2,False
433,Familia T1,marginal,3,False
433,Familia T2,promiscuo,2,False
433,Familia C1,marginal,2,False
433,Familia T1,marginal,3,False
433,Familia T2,promiscuo,2,False
433,Familia T1,marginal,3,False
433,Familia T2,promiscuo,2,False
433,Familia T1,marginal,3,False
433,Familia T2,promiscuo,2,False
433,Familia C1,marginal,2,False
433,Familia C1,marginal,2,False
433,Familia T1,marginal,3,False
433,Familia T2,promiscuo,2,False
433,Familia C1,marginal,2,False
433,Familia T1,marginal,3,False
433,Familia T2,promiscuo,2,False
433,Familia C1,marginal,2,False
433,Familia T1,marginal,3,False
433,Familia T2,promiscuo,2,False
433,Familia T1,marginal,3,False
433,Familia T1,marginal,3,False
433,Familia T2,promiscuo,2,False
433,Familia T1,marginal,3,False
433,Familia T2,promiscuo,2,False
433,Familia C1,marginal,2,False
435,Familia C2,promiscuo,2,False
435,Familia C1,marginal,1,False
435,Familia C2,promiscuo,2,False
435,Familia T2,marginal,3,False
435,Familia T2,marginal,3,False
435,Familia C2,promiscuo,2,False
435,Familia C1,marginal,1,False
435,Familia C2,promiscuo,2,False
435,Familia T2,marginal,3,False
435,Familia C1,marginal,1,False
435,Familia C2,promiscuo,2,False
435,Familia T2,marginal,3,False
435,Familia T2,marginal,3,False
435,Familia C1,marginal,1,False
435,Familia C2,promiscuo,2,False
435,Familia T2,marginal,3,False
435,Familia C2,promiscuo,2,False
435,Familia T2,marginal,3,False
435,Familia C1,marginal,1,False
435,Familia T2,marginal,3,False
435,Familia C1,marginal,1,False
435,Familia C2,promiscuo,2,False
435,Familia C2,promiscuo,2,False
435,Familia T2,marginal,3,False
435,Familia C1,marginal,1,False
435,Familia T2,marginal,3,False
435,Familia C2,promiscuo,2,False
435,Familia T2,marginal,3,False
435,Familia C1,marginal,1,False
435,Familia C2,promiscuo,2,False
435,Familia T2,marginal,3,False
435,Familia T2,marginal,3,False
435,Familia C1,marginal,1,False
435,Familia C2,promiscuo,2,False
435,Familia T2,marginal,3,False
435,Familia C2,promiscuo,2,False
435,Familia C2,promiscuo,2,False
435,Familia C1,marginal,1,False
435,Familia T2,marginal,3,False
435,Familia T2,marginal,3,False
435,Familia C1,marginal,1,False
435,Familia C2,promiscuo,2,False
435,Familia C2,promiscuo,2,False
435,Familia C1,marginal,1,False
435,Familia C2,promiscuo,2,False
462,Familia C1,marginal,1,False
462,Familia C1,marginal,1,False
462,Familia C1,marginal,1,False
462,Familia C1,marginal,1,False
462,Familia C1,marginal,1,False
462,Familia C1,marginal,1,False
462,Familia C1,marginal,1,False
462,Familia C1,marginal,1,False
462,Familia C1,marginal,1,False
474,Familia C1,marginal,2,False
474,Familia C1,marginal,2,False
474,Familia C1,marginal,2,False
474,Familia C1,marginal,2,False
474,Familia C1,marginal,2,False
474,Familia C1,marginal,2,False
474,Familia C1,marginal,2,False
474,Familia C1,marginal,2,False
474,Familia C1,marginal,2,False
474,Familia C1,marginal,2,False
474,Familia C1,marginal,2,False
474,Familia C1,marginal,2,False
474,Familia C1,marginal,2,False
474,Familia C1,marginal,2,False
474,Familia C1,marginal,2,False
474,Familia C1,marginal,2,False
474,Familia C1,marginal,2,False
474,Familia C1,marginal,2,False
477,Familia C1,marginal,1,False
477,Familia C1,marginal,1,False
477,Familia C1,marginal,1,False
477,Familia C1,marginal,1,False
477,Familia C1,marginal,1,False
477,Familia C1,marginal,1,False
477,Familia C1,marginal,1,False
495,Familia T1,promiscuo,1,False
495,Familia T1,promiscuo,1,False
495,Familia T1,promiscuo,1,False
495,Familia C1,promiscuo,2,False
495,Familia C1,promiscuo,2,False
495,Familia C1,promiscuo,2,False
495,Familia C1,promiscuo,2,False
495,Familia C1,promiscuo,2,False
495,Familia T1,promiscuo,1,False
495,Familia C1,promiscuo,2,False
495,Familia C1,promiscuo,2,False
495,Familia C1,promiscuo,2,False
495,Familia C1,promiscuo,2,False
495,Familia T1,promiscuo,1,False
495,Familia C1,promiscuo,2,False
495,Familia C1,promiscuo,2,False
495,Familia T1,promiscuo,1,False
495,Familia C1,promiscuo,2,False
495,Familia T1,promiscuo,1,False
495,Familia C1,promiscuo,2,False
495,Familia C1,promiscuo,2,False
495,Familia C1,promiscuo,2,False
495,Familia T1,promiscuo,1,False
495,Familia C1,promiscuo,2,False
495,Familia C1,promiscuo,2,False
495,Familia T1,promiscuo,1,False
495,Familia T1,promiscuo,1,False
495,Familia T1,promiscuo,1,False
495,Familia T1,promiscuo,1,False
495,Familia C1,promiscuo,2,False
495,Familia C1,promiscuo,2,False
495,Familia C1,promiscuo,2,False
495,Familia C1,promiscuo,2,False
495,Familia C1,promiscuo,2,False
495,Familia T1,promiscuo,1,False
495,Familia C1,promiscuo,2,False
495,Familia T1,promiscuo,1,False
495,Familia C1,promiscuo,2,False
551,Familia T1,marginal,1,False
551,Familia T2,marginal,1,False
551,Familia T1,marginal,1,False
551,Familia T2,marginal,1,False
551,Familia T1,marginal,1,False
551,Familia T2,marginal,1,False
551,Familia T1,marginal,1,False
551,Familia T2,marginal,1,False
551,Familia T1,marginal,1,False
551,Familia T2,marginal,1,False
551,Familia T1,marginal,1,False
551,Familia T2,marginal,1,False
551,Familia T1,marginal,1,False
551,Familia T2,marginal,1,False
551,Familia T1,marginal,1,False
551,Familia T2,marginal,1,False
551,Familia T1,marginal,1,False
551,Familia T1,marginal,1,False
551,Familia T2,marginal,1,False
551,Familia T1,marginal,1,False
551,Familia T2,marginal,1,False
553,Familia T1,marginal,2,False
553,Familia T1,marginal,2,False
553,Familia T1,marginal,2,False
553,Familia T1,marginal,2,False
553,Familia T1,marginal,2,False
553,Familia T1,marginal,2,False
553,Familia T1,marginal,2,False
553,Familia T1,marginal,2,False
553,Familia C2,marginal,1,False
553,Familia T1,marginal,2,False
553,Familia T1,marginal,2,False
553,Familia C2,marginal,1,False
553,Familia C2,marginal,1,False
553,Familia T1,marginal,2,False
553,Familia T1,marginal,2,False
553,Familia T1,marginal,2,False
553,Familia C2,marginal,1,False
553,Familia T1,marginal,2,False
553,Familia T1,marginal,2,False
553,Familia C2,marginal,1,False
553,Familia T1,marginal,2,False
553,Familia T1,marginal,2,False
583,Familia T1,marginal,1,False
583,Familia T1,marginal,1,False
583,Familia T2,marginal,1,False
583,Familia T1,marginal,1,False
583,Familia T1,marginal,1,False
583,Familia T1,marginal,1,False
583,Familia T2,marginal,1,False
583,Familia T1,marginal,1,False
583,Familia T2,marginal,1,False
583,Familia T1,marginal,1,False
583,Familia T1,marginal,1,False
583,Familia T2,marginal,1,False
583,Familia T1,marginal,1,False
583,Familia T2,marginal,1,False
583,Familia T1,marginal,1,False
583,Familia T1,marginal,1,False
583,Familia T2,marginal,1,False
583,Familia T1,marginal,1,False
583,Familia T1,marginal,1,False
583,Familia T2,marginal,1,False
583,Familia T1,marginal,1,False
583,Familia T2,marginal,1,False
583,Familia T1,marginal,1,False
583,Familia T2,marginal,1,False
664,Familia C1,marginal,1,False
664,Familia C1,marginal,1,False
664,Familia C1,marginal,1,False
664,Familia C1,marginal,1,False
664,Familia C1,marginal,1,False
664,Familia C1,marginal,1,False
664,Familia C1,marginal,1,False
664,Familia C1,marginal,1,False
685,Familia C2,promiscuo,2,False
685,Familia C1,promiscuo,2,False
685,Familia C2,promiscuo,2,False
685,Familia C2,promiscuo,2,False
685,Familia C2,promiscuo,2,False
685,Familia C1,promiscuo,2,False
685,Familia C2,promiscuo,2,False
685,Familia C1,promiscuo,2,False
685,Familia C2,promiscuo,2,False
685,Familia C1,promiscuo,2,False
685,Familia C2,promiscuo,2,False
685,Familia C2,promiscuo,2,False
685,Familia C1,promiscuo,2,False
685,Familia C2,promiscuo,2,False
685,Familia C1,promiscuo,2,False
685,Familia C2,promiscuo,2,False
685,Familia C1,promiscuo,2,False
685,Familia C2,promiscuo,2,False
685,Familia C1,promiscuo,2,False
685,Familia C2,promiscuo,2,False
685,Familia C2,promiscuo,2,False
685,Familia C1,promiscuo,2,False
685,Familia C2,promiscuo,2,False
685,Familia C1,promiscuo,2,False
685,Familia C2,promiscuo,2,False
716,Familia C1,marginal,2,False
716,Familia C1,marginal,2,False
716,Familia C1,marginal,2,False
716,Familia C1,marginal,2,False
716,Familia C1,marginal,2,False
716,Familia C1,marginal,2,False
716,Familia C1,marginal,2,False
716,Familia C1,marginal,2,False
716,Familia C1,marginal,2,False
716,Familia C1,marginal,2,False
716,Familia C1,marginal,2,False
716,Familia C1,marginal,2,False
722,Familia T2,marginal,3,False
722,Familia T2,marginal,3,False
722,Familia T2,marginal,3,False
722,Familia T2,marginal,3,False
722,Familia T2,marginal,3,False
722,Familia T2,marginal,3,False
722,Familia T2,marginal,3,False
722,Familia T2,marginal,3,False
722,Familia T2,marginal,3,False
722,Familia T2,marginal,3,False
722,Familia T2,marginal,3,False
722,Familia T2,marginal,3,False
722,Familia T2,marginal,3,False
722,Familia T2,marginal,3,False
722,Familia T2,marginal,3,False
722,Familia T2,marginal,3,False
728,Familia T1,marginal,1,False
728,Familia T1,marginal,1,False
728,Familia T1,marginal,1,False
728,Familia T1,marginal,1,False
728,Familia T2,marginal,1,False
728,Familia T2,marginal,1,False
728,Familia T1,marginal,1,False
728,Familia T1,marginal,1,False
728,Familia T1,marginal,1,False
728,Familia T1,marginal,1,False
728,Familia T1,marginal,1,False
728,Familia T2,marginal,1,False
728,Familia T1,marginal,1,False
728,Familia T2,marginal,1,False
732,Familia C1,marginal,2,False
732,Familia C1,marginal,2,False
732,Familia T1,marginal,2,False
732,Familia T1,marginal,2,False
732,Familia C1,marginal,2,False
732,Familia C1,marginal,2,False
732,Familia T1,marginal,2,False
732,Familia C1,marginal,2,False
732,Familia C1,marginal,2,False
732,Familia C1,marginal,2,False
732,Familia C1,marginal,2,False
732,Familia T1,marginal,2,False
732,Familia C1,marginal,2,False
732,Familia T1,marginal,2,False
732,Familia C1,marginal,2,False
732,Familia T1,marginal,2,False
732,Familia C1,marginal,2,False
732,Familia C1,marginal,2,False
732,Familia T1,marginal,2,False
732,Familia C1,marginal,2,False
732,Familia T1,marginal,2,False
732,Familia C1,marginal,2,False
732,Familia T1,marginal,2,False
732,Familia C1,marginal,2,False
732,Familia C1,marginal,2,False
732,Familia T1,marginal,2,False
732,Familia C1,marginal,2,False
732,Familia T1,marginal,2,False
732,Familia C1,marginal,2,False
732,Familia T1,marginal,2,False
732,Familia C1,marginal,2,False
732,Familia T1,marginal,2,False
761,Familia T1,marginal,1,False
761,Familia T2,marginal,1,False
761,Familia T1,marginal,1,False
761,Familia T2,marginal,1,False
761,Familia T1,marginal,1,False
761,Familia T2,marginal,1,False
761,Familia T1,marginal,1,False
761,Familia T1,marginal,1,False
761,Familia T2,marginal,1,False
761,Familia T2,marginal,1,False
761,Familia T1,marginal,1,False
761,Familia T2,marginal,1,False
761,Familia T2,marginal,1,False
764,Familia T1,marginal,1,False
764,Familia T1,marginal,1,False
764,Familia T1,marginal,1,False
764,Familia T1,marginal,1,False
878,Familia C1,marginal,2,False
878,Familia C1,marginal,2,False
878,Familia T1,marginal,2,False
878,Familia C1,marginal,2,False
878,Familia T1,marginal,2,False
878,Familia T1,marginal,2,False
878,Familia C1,marginal,2,False
878,Familia T1,marginal,2,False
878,Familia C1,marginal,2,False
878,Familia T1,marginal,2,False
878,Familia T1,marginal,2,False
878,Familia C1,marginal,2,False
878,Familia T1,marginal,2,False
878,Familia T1,marginal,2,False
879,Familia C1,marginal,2,False
879,Familia C2,marginal,1,False
879,Familia C2,marginal,1,False
879,Familia C1,marginal,2,False
879,Familia C2,marginal,1,False
879,Familia C1,marginal,2,False
879,Familia C1,marginal,2,False
879,Familia C2,marginal,1,False
879,Familia C1,marginal,2,False
879,Familia C2,marginal,1,False
879,Familia C1,marginal,2,False
879,Familia C2,marginal,1,False
879,Familia C2,marginal,1,False
879,Familia C1,marginal,2,False
879,Familia C2,marginal,1,False
879,Familia C1,marginal,2,False
879,Familia C2,marginal,1,False
879,Familia C1,marginal,2,False
879,Familia C1,marginal,2,False
879,Familia C2,marginal,1,False
879,Familia C1,marginal,2,False
879,Familia C2,marginal,1,False
906,Familia C1,marginal,2,False
906,Familia C1,marginal,2,False
906,Familia C1,marginal,2,False
906,Familia C1,marginal,2,False
906,Familia C1,marginal,2,False
906,Familia C1,marginal,2,False
906,Familia C1,marginal,2,False
906,Familia C1,marginal,2,False
906,Familia C1,marginal,2,False
906,Familia C1,marginal,2,False
906,Familia C1,marginal,2,False
906,Familia C1,marginal,2,False
906,Familia C1,marginal,2,False
906,Familia C1,marginal,2,False
906,Familia C1,marginal,2,False
906,Familia C1,marginal,2,False
906,Familia C1,marginal,2,False
932,Familia C1,marginal,1,False
932,Familia C1,marginal,1,False
932,Familia C1,marginal,1,False
946,Familia C2,marginal,1,False
946,Familia C2,marginal,1,False
946,Familia C2,marginal,1,False
946,Familia C2,marginal,1,False
946,Familia C2,marginal,1,False
946,Familia C2,marginal,1,False
946,Familia T1,marginal,2,False
946,Familia T1,marginal,2,False
946,Familia T1,marginal,2,False
946,Familia C2,marginal,1,False
959,Familia C1,promiscuo,3,False
959,Familia C1,promiscuo,3,False
959,Familia C1,promiscuo,3,False
959,Familia C1,promiscuo,3,False
959,Familia C1,promiscuo,3,False
959,Familia C1,promiscuo,3,False
991,Familia T1,marginal,3,False
991,Familia C1,marginal,3,False
991,Familia T1,marginal,3,False
991,Familia C1,marginal,3,False
991,Familia T1,marginal,3,False
991,Familia C1,marginal,3,False
991,Familia T1,marginal,3,False
991,Familia C1,marginal,3,False
991,Familia T1,marginal,3,False
991,Familia C1,marginal,3,False
