rank,fecha_alerta,client_id,familia,tipo_alerta,label_m0,canal,motivo,impacto_estimado,score_prioridad,dias_restantes,estado,provincia,last_order_date,prob_pedido_7d,cusum_score,anomaly_score,anomaly_type,zscore_30d
16,2026-05-10,26181,Familia C2,A3,leal,Delegado,Fuga sostenida en Familia C2 (leal). Señales: CUSUM (-7604.02); slope 90d (-760.571). Ratio: 147% del potencial.,587.34,1321.515,,pendiente,La Rioja,2025-12-23,,-7604.0237,,,
17,2026-05-10,27995,Familia C1,A1,leal,Televendedor,Cliente leal. Pide Familia C1 cada 57 días de media. Último pedido hace 94 días. Próximo pedido estimado en 0 días. Prob. pedido 7d: 0%.,873.76,1310.64,-44.4,pendiente,Las Palmas,2025-09-26,0.0036,,,,
18,2026-05-10,30661,Familia C1,A1,leal,Televendedor,Cliente leal. Pide Familia C1 cada 87 días de media. Último pedido hace 74 días. Próximo pedido estimado en 0 días. Prob. pedido 7d: 4%.,783.55,1175.325,-7.1,pendiente,Vizcaya,2025-10-16,0.0376,,,,
19,2026-05-10,37271,Familia C1,A1,leal,Televendedor,Cliente leal. Pide Familia C1 cada 58 días de media. Último pedido hace 70 días. Próximo pedido estimado en 0 días. Prob. pedido 7d: 5%.,754.16,1131.24,-12.5,pendiente,Huelva,2025-10-20,0.0451,,,,
20,2026-05-10,38021,Familia T1,A4,leal,Delegado,Anomalía en Familia T1 (score: -0.000). Tipo: patron_anomalo_general. Lleva 7 días sin pedir (media: 101 días). Ratio: 71% del potencial.,470.45,1058.5125,,pendiente,Palencia,2025-12-22,,,-0.0002702762859971,patron_anomalo_general,
21,2026-05-10,1000068670,Familia T1,A4,leal,Delegado,Anomalía en Familia T1 (score: -0.074). Tipo: reduccion_familias_activas. Lleva 202 días sin pedir (media: 126 días). Ratio: 82% del potencial.,469.86,1057.185,,pendiente,Tarragona,2025-06-10,,,-0.0743635084944687,reduccion_familias_activas,
22,2026-05-10,5115,Familia T2,A4,leal,Delegado,Anomalía en Familia T2 (score: -0.093). Tipo: reduccion_familias_activas. Lleva 94 días sin pedir (media: 267 días). Ratio: 81% del potencial.,452.26,1017.585,,pendiente,León,2025-09-26,,,-0.0926796741629618,reduccion_familias_activas,
23,2026-05-10,1000080597,Familia T1,A4,leal,Delegado,Anomalía en Familia T1 (score: -0.095). Tipo: patron_anomalo_general. Lleva 26 días sin pedir (media: 105 días). Ratio: 53% del potencial.,450.43,1013.4675,,pendiente,Valencia,2025-12-03,,,-0.0951177875816629,patron_anomalo_general,
24,2026-05-10,36706,Familia T2,A4,leal,Delegado,Anomalía en Familia T2 (score: -0.056). Tipo: patron_anomalo_general. Lleva 6 días sin pedir (media: 59 días). Ratio: 81% del potencial.,432.47,973.0575,,pendiente,A Coruña,2025-12-23,,,-0.0559192549614724,patron_anomalo_general,
25,2026-05-10,1000077725,Familia T1,A4,leal,Delegado,"Anomalía en Familia T1 (score: -0.087). Tipo: silencio_excesivo, reduccion_familias_activas. Lleva 172 días sin pedir (media: 39 días). Ratio: 97% del potencial.",432.03,972.0675,,pendiente,Sevilla,2025-07-10,,,-0.0866044844173503,silencio_excesivo|reduccion_familias_activas,
26,2026-05-10,1000067238,Familia T1,A4,leal,Delegado,"Anomalía en Familia T1 (score: -0.077). Tipo: silencio_excesivo, reduccion_familias_activas. Lleva 117 días sin pedir (media: 56 días). Ratio: 94% del potencial.",412.76,928.71,,pendiente,Barcelona,2025-09-03,,,-0.0765320032122371,silencio_excesivo|reduccion_familias_activas,
27,2026-05-10,1000081986,Familia T2,A4,leal,Delegado,Anomalía en Familia T2 (score: -0.161). Tipo: patron_anomalo_general. Lleva 32 días sin pedir (media: 128 días). Ratio: 200% del potencial.,396.14,891.315,,pendiente,Madrid,2025-11-27,,,-0.1614269141383306,patron_anomalo_general,
28,2026-05-10,6401,Familia T1,A4,leal,Delegado,Anomalía en Familia T1 (score: -0.030). Tipo: patron_anomalo_general. Lleva 18 días sin pedir (media: 48 días). Ratio: 53% del potencial.,390.67,879.0075,,pendiente,Navarra,2025-12-11,,,-0.0297810480742574,patron_anomalo_general,
29,2026-05-10,26926,Familia T1,A4,leal,Delegado,Anomalía en Familia T1 (score: -0.063). Tipo: patron_anomalo_general. Lleva 33 días sin pedir (media: 63 días). Ratio: 57% del potencial.,373.59,840.5775,,pendiente,Sta.Cruz Tenerife,2025-11-26,,,-0.0627382319732641,patron_anomalo_general,
30,2026-05-10,40513,Familia C2,A1,leal,Televendedor,Cliente leal. Pide Familia C2 cada 54 días de media. Último pedido hace 182 días. Próximo pedido estimado en 0 días. Prob. pedido 7d: 0%.,559.8,839.7,-127.5,pendiente,Vizcaya,2025-06-30,0.0,,,,
31,2026-05-10,9318,Familia C2,A3,leal,Delegado,Fuga sostenida en Familia C2 (leal). Señales: CUSUM (-13201.65); slope 90d (-1320.307). Ratio: 117% del potencial.,372.36,837.81,,pendiente,Vizcaya,2025-12-24,,-13201.6492,,,
32,2026-05-10,1000057832,Familia T1,A4,leal,Delegado,Anomalía en Familia T1 (score: -0.078). Tipo: patron_anomalo_general. Lleva 7 días sin pedir (media: 60 días). Ratio: 53% del potencial.,369.7,831.825,,pendiente,Madrid,2025-12-22,,,-0.0784879946102583,patron_anomalo_general,
33,2026-05-10,1000101729,Familia C1,A1,leal,Televendedor,Cliente leal. Pide Familia C1 cada 63 días de media. Último pedido hace 200 días. Próximo pedido estimado en 0 días. Prob. pedido 7d: 0%.,517.79,776.685,-137.0,pendiente,Alicante,2025-06-12,0.0,,,,
34,2026-05-10,1000101688,Familia C1,A1,leal,Televendedor,Cliente leal. Pide Familia C1 cada 145 días de media. Último pedido hace 194 días. Próximo pedido estimado en 0 días. Prob. pedido 7d: 3%.,517.79,776.685,-49.0,pendiente,Valencia,2025-06-18,0.031,,,,
35,2026-05-10,39187,Familia C2,A3,leal,Delegado,Fuga sostenida en Familia C2 (leal). Señales: CUSUM (-11849.30); slope 90d (-1185.036). Ratio: 112% del potencial.,339.79,764.5275,,pendiente,Ciudad Real,2025-12-03,,-11849.2965,,,
36,2026-05-10,1000072252,Familia C2,A1,leal,Televendedor,Cliente leal. Pide Familia C2 cada 84 días de media. Último pedido hace 174 días. Próximo pedido estimado en 0 días. Prob. pedido 7d: 0%.,476.28,714.42,-98.2,pendiente,Pontevedra,2025-07-08,0.0008,,,,
37,2026-05-10,1000068670,Familia T2,A4,leal,Delegado,Anomalía en Familia T2 (score: -0.069). Tipo: reduccion_familias_activas. Lleva 202 días sin pedir (media: 126 días). Ratio: 68% del potencial.,316.36,711.81,,pendiente,Tarragona,2025-06-10,,,-0.0690997626167129,reduccion_familias_activas,
38,2026-05-10,30883,Familia T1,A4,leal,Delegado,Anomalía en Familia T1 (score: -0.017). Tipo: patron_anomalo_general. Lleva 47 días sin pedir (media: 72 días). Ratio: 41% del potencial.,308.82,694.845,,pendiente,Valencia,2025-11-12,,,-0.0168263507940316,patron_anomalo_general,
39,2026-05-10,1000080486,Familia T1,A4,leal,Delegado,Anomalía en Familia T1 (score: -0.066). Tipo: reduccion_familias_activas. Lleva 115 días sin pedir (media: 80 días). Ratio: 87% del potencial.,263.1,591.975,,pendiente,Barcelona,2025-09-05,,,-0.0660842145732778,reduccion_familias_activas,
40,2026-05-10,22405,Familia C2,A1,leal,Televendedor,Cliente leal. Pide Familia C2 cada 86 días de media. Último pedido hace 115 días. Próximo pedido estimado en 0 días. Prob. pedido 7d: 5%.,386.61,579.915,-29.0,pendiente,Asturias,2025-09-05,0.0469,,,,
41,2026-05-10,1000102166,Familia C1,A1,leal,Televendedor,Cliente leal. Pide Familia C1 cada 14 días de media. Último pedido hace 24 días. Próximo pedido estimado en 0 días. Prob. pedido 7d: 0%.,380.75,571.125,-14.9,pendiente,Barcelona,2025-12-05,0.0,,,,
42,2026-05-10,39127,Familia C2,A1,leal,Televendedor,Cliente leal. Pide Familia C2 cada 21 días de media. Último pedido hace 33 días. Próximo pedido estimado en 0 días. Prob. pedido 7d: 11%.,364.96,547.44,-12.4,pendiente,Soria,2025-11-26,0.1127,,,,
43,2026-05-10,1000081368,Familia C2,A3,leal,Delegado,Fuga sostenida en Familia C2 (leal). Señales: CUSUM (-9751.09); slope 90d (-975.158). Ratio: 76% del potencial.,242.63,545.9175,,pendiente,León,2025-12-02,,-9751.0915,,,
44,2026-05-10,1000102016,Familia C1,A1,promiscuo,Televendedor,Cliente promiscuo. Pide Familia C1 cada 32 días de media. Último pedido hace 154 días. Próximo pedido estimado en 0 días. Prob. pedido 7d: 0%.,359.57,539.355,-122.0,pendiente,Alicante,2025-07-28,0.0,,,,
45,2026-05-10,39697,Familia C1,A1,leal,Televendedor,Cliente leal. Pide Familia C1 cada 85 días de media. Último pedido hace 87 días. Próximo pedido estimado en 0 días. Prob. pedido 7d: 11%.,352.99,529.485,-6.3,pendiente,Almería,2025-10-03,0.1067,,,,
46,2026-05-10,28119,Familia C1,A1,leal,Televendedor,Cliente leal. Pide Familia C1 cada 72 días de media. Último pedido hace 95 días. Próximo pedido estimado en 0 días. Prob. pedido 7d: 6%.,349.43,524.145,-23.0,pendiente,Granada,2025-09-25,0.061,,,,
47,2026-05-10,40897,Familia C1,A1,leal,Televendedor,Cliente leal. Pide Familia C1 cada 56 días de media. Último pedido hace 46 días. Próximo pedido estimado en 0 días. Prob. pedido 7d: 16%.,344.71,517.065,-6.2,pendiente,Alicante,2025-11-13,0.1594,,,,
48,2026-05-10,34301,Familia T2,A4,leal,Delegado,Anomalía en Familia T2 (score: -0.051). Tipo: reduccion_familias_activas. Lleva 101 días sin pedir (media: 182 días). Ratio: 57% del potencial.,228.78,514.755,,pendiente,Pontevedra,2025-09-19,,,-0.0514486598755465,reduccion_familias_activas,
49,2026-05-10,39298,Familia C1,A1,leal,Televendedor,Cliente leal. Pide Familia C1 cada 91 días de media. Último pedido hace 173 días. Próximo pedido estimado en 0 días. Prob. pedido 7d: 0%.,336.16,504.24,-92.0,pendiente,Cantabria,2025-07-09,0.0007,,,,
50,2026-05-10,1000081917,Familia C2,A1,leal,Televendedor,Cliente leal. Pide Familia C2 cada 124 días de media. Último pedido hace 231 días. Próximo pedido estimado en 0 días. Prob. pedido 7d: 0%.,335.59,503.385,-107.0,pendiente,Jaén,2025-05-12,0.0009,,,,
51,2026-05-10,1000077781,Familia C2,A1,leal,Televendedor,Cliente leal. Pide Familia C2 cada 51 días de media. Último pedido hace 68 días. Próximo pedido estimado en 0 días. Prob. pedido 7d: 8%.,335.59,503.385,-23.9,pendiente,Toledo,2025-10-22,0.0773,,,,
52,2026-05-10,6401,Familia T2,A4,promiscuo,Delegado,Anomalía en Familia T2 (score: -0.074). Tipo: patron_anomalo_general. Lleva 73 días sin pedir (media: 83 días). Ratio: 40% del potencial.,221.75,498.9375,,pendiente,Navarra,2025-10-17,,,-0.073589441146085,patron_anomalo_general,
53,2026-05-10,31665,Familia C2,A3,leal,Delegado,Fuga sostenida en Familia C2 (leal). Señales: CUSUM (-7289.97); slope 90d (-729.108). Ratio: 88% del potencial.,209.45,471.2625,,pendiente,Barcelona,2025-12-23,,-7289.971,,,
54,2026-05-10,1000082431,Familia C1,A1,leal,Televendedor,Cliente leal. Pide Familia C1 cada 101 días de media. Último pedido hace 105 días. Próximo pedido estimado en 0 días. Prob. pedido 7d: 9%.,307.49,461.235,-2.6,pendiente,Murcia,2025-09-15,0.0892,,,,
55,2026-05-10,1000076415,Familia C1,A1,leal,Televendedor,Cliente leal. Pide Familia C1 cada 73 días de media. Último pedido hace 161 días. Próximo pedido estimado en 0 días. Prob. pedido 7d: 0%.,305.88,458.82,-89.9,pendiente,Vizcaya,2025-07-21,0.0,,,,
56,2026-05-10,32501,Familia C1,A1,leal,Televendedor,Cliente leal. Pide Familia C1 cada 44 días de media. Último pedido hace 88 días. Próximo pedido estimado en 0 días. Prob. pedido 7d: 0%.,281.01,421.515,-42.8,pendiente,Las Palmas,2025-10-02,0.0,,,,
57,2026-05-10,28420,Familia C1,A2,promiscuo,Delegado,Cliente promiscuo en ventana de captura para Familia C1. Lleva 186 días sin pedir (media: 114 días). Ratio captura actual: 52% del potencial.,230.13,414.234,,pendiente,Segovia,2025-06-26,,,,,
58,2026-05-10,1000076111,Familia C1,A2,promiscuo,Delegado,Cliente promiscuo en ventana de captura para Familia C1. Lleva 199 días sin pedir (media: 147 días). Ratio captura actual: 64% del potencial.,229.11,412.398,,pendiente,Sevilla,2025-06-13,,,,,
59,2026-05-10,1000102225,Familia C1,A2,promiscuo,Delegado,Cliente promiscuo en ventana de captura para Familia C1. Lleva 24 días sin pedir (media: 14 días). Ratio captura actual: 40% del potencial.,228.45,411.21,,pendiente,Barcelona,2025-12-05,,7603.8118,,,
60,2026-05-10,11664,Familia T2,A4,leal,Delegado,Anomalía en Familia T2 (score: -0.053). Tipo: reduccion_familias_activas. Lleva 129 días sin pedir (media: 102 días). Ratio: 56% del potencial.,179.81,404.5725,,pendiente,Orense,2025-08-22,,,-0.0529569900886984,reduccion_familias_activas,
61,2026-05-10,1000078513,Familia T1,A4,leal,Delegado,Anomalía en Familia T1 (score: -0.014). Tipo: reduccion_familias_activas. Lleva 147 días sin pedir (media: 96 días). Ratio: 52% del potencial.,178.99,402.7275,,pendiente,Madrid,2025-08-04,,,-0.0136989039723253,reduccion_familias_activas,
62,2026-05-10,11131,Familia C1,A1,promiscuo,Televendedor,Cliente promiscuo. Pide Familia C1 cada 129 días de media. Último pedido hace 210 días. Próximo pedido estimado en 0 días. Prob. pedido 7d: 1%.,265.3,397.95,-95.3,pendiente,Zaragoza,2025-06-02,0.0067,,,,
63,2026-05-10,42849,Familia C1,A2,promiscuo,Delegado,Cliente promiscuo en ventana de captura para Familia C1. Lleva 214 días sin pedir (media: 127 días). Ratio captura actual: 63% del potencial.,219.17,394.506,,pendiente,Las Palmas,2025-05-29,,,,,
64,2026-05-10,6510,Familia T1,A4,promiscuo,Delegado,Anomalía en Familia T1 (score: -0.048). Tipo: patron_anomalo_general. Lleva 18 días sin pedir (media: 58 días). Ratio: 22% del potencial.,171.95,386.8875,,pendiente,Tarragona,2025-12-11,,,-0.0476324608072638,patron_anomalo_general,
65,2026-05-10,42498,Familia C1,A1,leal,Televendedor,Cliente leal. Pide Familia C1 cada 74 días de media. Último pedido hace 96 días. Próximo pedido estimado en 0 días. Prob. pedido 7d: 1%.,251.73,377.595,-21.7,pendiente,Sevilla,2025-09-24,0.0106,,,,
66,2026-05-10,42552,Familia C1,A1,promiscuo,Televendedor,Cliente promiscuo. Pide Familia C1 cada 42 días de media. Último pedido hace 96 días. Próximo pedido estimado en 0 días. Prob. pedido 7d: 1%.,249.7,374.55,-24.8,pendiente,Tarragona,2025-09-24,0.0141,,,,
67,2026-05-10,1000077081,Familia C1,A1,promiscuo,Televendedor,Cliente promiscuo. Pide Familia C1 cada 71 días de media. Último pedido hace 118 días. Próximo pedido estimado en 0 días. Prob. pedido 7d: 3%.,247.68,371.52,-44.5,pendiente,Murcia,2025-09-02,0.0311,,,,
68,2026-05-10,5837,Familia T2,A4,promiscuo,Delegado,Anomalía en Familia T2 (score: -0.048). Tipo: reduccion_familias_activas. Lleva 167 días sin pedir (media: 141 días). Ratio: 50% del potencial.,163.94,368.865,,pendiente,Pontevedra,2025-07-15,,,-0.0479552027847217,reduccion_familias_activas,
69,2026-05-10,37468,Familia C2,A1,promiscuo,Televendedor,Cliente promiscuo. Pide Familia C2 cada 91 días de media. Último pedido hace 215 días. Próximo pedido estimado en 0 días. Prob. pedido 7d: 0%.,239.9,359.85,-134.7,pendiente,Cantabria,2025-05-28,0.0,,,,
70,2026-05-10,23706,Familia C1,A2,promiscuo,Delegado,Cliente promiscuo en ventana de captura para Familia C1. Lleva 174 días sin pedir (media: 169 días). Ratio captura actual: 60% del potencial.,198.56,357.408,,pendiente,Almería,2025-07-08,,,,,
71,2026-05-10,42933,Familia C1,A2,promiscuo,Delegado,Cliente promiscuo en ventana de captura para Familia C1. Lleva 130 días sin pedir (media: 98 días). Ratio captura actual: 60% del potencial.,198.56,357.408,,pendiente,Girona,2025-08-21,,,,,
72,2026-05-10,1000078347,Familia C1,A2,promiscuo,Delegado,Cliente promiscuo en ventana de captura para Familia C1. Lleva 179 días sin pedir (media: 128 días). Ratio captura actual: 60% del potencial.,198.56,357.408,,pendiente,Madrid,2025-07-03,,,,,
73,2026-05-10,1000100416,Familia C1,A2,promiscuo,Delegado,Cliente promiscuo en ventana de captura para Familia C1. Lleva 187 días sin pedir (media: 162 días). Ratio captura actual: 60% del potencial.,198.56,357.408,,pendiente,Toledo,2025-06-25,,,,,
74,2026-05-10,1000072976,Familia C1,A2,promiscuo,Delegado,Cliente promiscuo en ventana de captura para Familia C1. Lleva 200 días sin pedir (media: 136 días). Ratio captura actual: 60% del potencial.,198.56,357.408,,pendiente,Sevilla,2025-06-12,,,,,
75,2026-05-10,29855,Familia C1,A2,promiscuo,Delegado,Cliente promiscuo en ventana de captura para Familia C1. Lleva 167 días sin pedir (media: 96 días). Ratio captura actual: 60% del potencial.,198.56,357.408,,pendiente,Murcia,2025-07-15,,,,,
76,2026-05-10,13953,Familia C1,A2,promiscuo,Delegado,Cliente promiscuo en ventana de captura para Familia C1. Lleva 91 días sin pedir (media: 63 días). Ratio captura actual: 60% del potencial.,198.56,357.408,,pendiente,Cáceres,2025-09-29,,,,,
77,2026-05-10,29768,Familia C1,A1,promiscuo,Televendedor,Cliente promiscuo. Pide Familia C1 cada 49 días de media. Último pedido hace 175 días. Próximo pedido estimado en 0 días. Prob. pedido 7d: 0%.,237.09,355.635,-126.0,pendiente,Madrid,2025-07-07,0.0,,,,
78,2026-05-10,36119,Familia C2,A1,leal,Televendedor,Cliente leal. Pide Familia C2 cada 70 días de media. Último pedido hace 74 días. Próximo pedido estimado en 0 días. Prob. pedido 7d: 9%.,235.97,353.955,-4.2,pendiente,Huelva,2025-10-16,0.0922,,,,
79,2026-05-10,33953,Familia C2,A1,leal,Televendedor,Cliente leal. Pide Familia C2 cada 49 días de media. Último pedido hace 59 días. Próximo pedido estimado en 0 días. Prob. pedido 7d: 12%.,231.8,347.7,-21.8,pendiente,Almería,2025-10-31,0.1185,,,,
80,2026-05-10,1000100471,Familia C1,A1,leal,Televendedor,Cliente leal. Pide Familia C1 cada 100 días de media. Último pedido hace 143 días. Próximo pedido estimado en 0 días. Prob. pedido 7d: 3%.,230.8,346.2,-43.5,pendiente,Vizcaya,2025-08-08,0.0279,,,,
81,2026-05-10,1000081410,Familia C1,A1,leal,Televendedor,Cliente leal. Pide Familia C1 cada 84 días de media. Último pedido hace 110 días. Próximo pedido estimado en 0 días. Prob. pedido 7d: 5%.,230.13,345.195,-26.3,pendiente,Sevilla,2025-09-10,0.0539,,,,
82,2026-05-10,28420,Familia C1,A1,promiscuo,Televendedor,Cliente promiscuo. Pide Familia C1 cada 114 días de media. Último pedido hace 186 días. Próximo pedido estimado en 0 días. Prob. pedido 7d: 1%.,230.13,345.195,-72.0,pendiente,Segovia,2025-06-26,0.0072,,,,
83,2026-05-10,22496,Familia C1,A1,promiscuo,Televendedor,Cliente promiscuo. Pide Familia C1 cada 63 días de media. Último pedido hace 165 días. Próximo pedido estimado en 0 días. Prob. pedido 7d: 1%.,229.13,343.695,-102.3,pendiente,Granada,2025-07-17,0.0078,,,,
84,2026-05-10,1000076111,Familia C1,A1,promiscuo,Televendedor,Cliente promiscuo. Pide Familia C1 cada 147 días de media. Último pedido hace 199 días. Próximo pedido estimado en 0 días. Prob. pedido 7d: 3%.,229.11,343.665,-52.0,pendiente,Sevilla,2025-06-13,0.0287,,,,
85,2026-05-10,21812,Familia C1,A2,promiscuo,Delegado,Cliente promiscuo en ventana de captura para Familia C1. Lleva 203 días sin pedir (media: 153 días). Ratio captura actual: 59% del potencial.,190.39,342.702,,pendiente,Madrid,2025-06-09,,,,,
86,2026-05-10,1000102225,Familia C1,A1,promiscuo,Televendedor,Cliente promiscuo. Pide Familia C1 cada 14 días de media. Último pedido hace 24 días. Próximo pedido estimado en 0 días. Prob. pedido 7d: 13%.,228.45,342.675,-16.8,pendiente,Barcelona,2025-12-05,0.1279,,,,
87,2026-05-10,1000075720,Familia C1,A3,leal,Delegado,Fuga sostenida en Familia C1 (leal). Señales: CUSUM (-3181.55); slope 90d (-318.176). Ratio: 42% del potencial.,151.1,339.975,,pendiente,Salamanca,2025-11-21,,-3181.546,,,
88,2026-05-10,28742,Familia C2,A3,leal,Delegado,Fuga sostenida en Familia C2 (leal). Señales: CUSUM (-16201.81); slope 90d (-1620.240). Ratio: 75% del potencial.,151.02,339.795,,pendiente,Granada,2025-11-06,,-16201.8112,,,
89,2026-05-10,26207,Familia C1,A1,leal,Televendedor,Cliente leal. Pide Familia C1 cada 72 días de media. Último pedido hace 75 días. Próximo pedido estimado en 0 días. Prob. pedido 7d: 13%.,225.91,338.865,-3.5,pendiente,Alicante,2025-10-15,0.1337,,,,
90,2026-05-10,42776,Familia C1,A6,promiscuo,Delegado_Urgente,Caída aguda en Familia C1. Z-score 30d: -1103.88. Slope 30d (-488.835) muy negativo respecto a variabilidad histórica.,112.88,338.64,,pendiente,Badajoz,2025-12-29,,,,,-1103.8844
91,2026-05-10,100,Familia C1,A1,promiscuo,Televendedor,Cliente promiscuo. Pide Familia C1 cada 61 días de media. Último pedido hace 222 días. Próximo pedido estimado en 0 días. Prob. pedido 7d: 0%.,224.05,336.075,-114.5,pendiente,Sevilla,2025-05-21,0.0,,,,
92,2026-05-10,41012,Familia C1,A2,promiscuo,Delegado,Cliente promiscuo en ventana de captura para Familia C1. Lleva 157 días sin pedir (media: 156 días). Ratio captura actual: 58% del potencial.,186.5,335.7,,pendiente,Córdoba,2025-07-25,,,,,
93,2026-05-10,1000079415,Familia C1,A1,leal,Televendedor,Cliente leal. Pide Familia C1 cada 86 días de media. Último pedido hace 97 días. Próximo pedido estimado en 0 días. Prob. pedido 7d: 11%.,220.92,331.38,-32.6,pendiente,Pontevedra,2025-09-23,0.114,,,,
94,2026-05-10,15557,Familia C1,A2,promiscuo,Delegado,Cliente promiscuo en ventana de captura para Familia C1. Lleva 215 días sin pedir (media: 128 días). Ratio captura actual: 64% del potencial.,183.13,329.634,,pendiente,Madrid,2025-05-28,,,,,
95,2026-05-10,42849,Familia C1,A1,promiscuo,Televendedor,Cliente promiscuo. Pide Familia C1 cada 127 días de media. Último pedido hace 214 días. Próximo pedido estimado en 0 días. Prob. pedido 7d: 0%.,219.17,328.755,-87.0,pendiente,Las Palmas,2025-05-29,0.0044,,,,
96,2026-05-10,34808,Familia C2,A1,leal,Televendedor,Cliente leal. Pide Familia C2 cada 30 días de media. Último pedido hace 26 días. Próximo pedido estimado en 0 días. Prob. pedido 7d: 13%.,218.67,328.005,-1.2,pendiente,Barcelona,2025-12-03,0.1314,,,,
